Date,Amsterdam,Belin,Lisbon,London,Moscow,New York,Paris,Dubai,Roma,Hong Kong,Warsaw,Tokyo
30/09/2018,-0.01,0.01,-0.01,0.01,-0.02,-0.02,-0.01,-0.03,0.01,0.01,-0.01,-0.02
01/10/2018,-0.02,-0.01,-0.02,0.01,-0.03,0.01,0.01,0.01,0.01,-0.02,-0.01,-0.04
02/10/2018,0.03,0.01,0.01,-0.02,0.01,-0.02,-0.01,0.01,-0.01,-0.02,-0.03,0.01
03/10/2018,-0.03,-0.01,0.01,0.01,0.02,-0.02,-0.01,-0.01,-0.02,0.01,0.02,0.01
04/10/2018,0.02,0.01,0.01,-0.01,0.01,0.02,0.01,-0.02,0.03,0.02,0.04,0.01
05/10/2018,-0.01,-0.01,-0.01,0.01,-0.01,0.01,-0.02,-0.03,0.01,0.01,-0.01,0.03
06/10/2018,0.03,-0.01,0.01,-0.01,0.02,-0.01,-0.02,0.01,-0.03,-0.02,0.02,0.01
07/10/2018,-0.02,0.01,0.01,-0.01,0.01,-0.02,-0.03,0.01,0.01,-0.01,-0.02,-0.02
08/10/2018,0.03,0.01,-0.01,0.01,-0.01,-0.02,0.01,-0.01,-0.02,-0.03,0.01,0.03
09/10/2018,-0.01,-0.01,0.01,-0.02,0.01,-0.01,-0.02,-0.02,-0.02,0.02,0.01,0.02
10/10/2018,-0.01,0.01,0.01,-0.02,-0.01,0.02,-0.02,0.03,0.03,0.01,0.01,0.01
11/10/2018,0.02,0.01,0.01,0.03,-0.01,-0.01,-0.03,0.01,0.01,-0.02,-0.02,-0.01
12/10/2018,-0.01,-0.01,-0.01,0.01,0.01,-0.02,0.01,-0.03,-0.01,-0.01,-0.01,0.02
13/10/2018,-0.01,-0.01,-0.01,0.02,-0.02,-0.02,0.02,0.01,-0.02,-0.03,0.01,0.01
14/10/2018,0.02,0.01,0.01,0.01,-0.02,-0.02,0.01,-0.02,0.03,0.02,-0.01,-0.01
15/10/2018,0.02,0.01,-0.01,0.02,0.03,0.02,-0.01,0.02,0.01,0.02,-0.02,0.03
16/10/2018,-0.01,-0.01,-0.01,0.02,0.02,0.01,0.02,0.03,0.01,0.01,-0.01,-0.01
17/10/2018,0.01,0.01,-0.02,0.02,-0.01,0.02,0.01,-0.02,-0.01,0.01,0.01,-0.02
18/10/2018,0.02,-0.01,0.01,0.02,0.01,0.02,-0.01,-0.02,0.04,0.01,0.03,-0.04
19/10/2018,-0.01,-0.01,0.01,-0.01,0.02,0.02,0.01,0.03,-0.03,-0.02,0.01,0.01
20/10/2018,-0.01,0.01,0.01,-0.02,0.01,0.02,0.02,0.01,0.01,-0.02,-0.02,-0.01
21/10/2018,-0.02,-0.01,0.01,-0.02,-0.01,0.01,0.01,-0.01,0.01,0.01,-0.02,0.01
22/10/2018,0.02,0.01,0.01,-0.03,0.01,0.02,-0.01,-0.02,-0.01,-0.03,0.04,0.02
23/10/2018,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,-0.03,-0.02,0.01,-0.01,-0.03
24/10/2018,0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,-0.01,0.01
25/10/2018,-0.02,-0.01,0.01,0.01,0.01,0.02,-0.02,0.01,0.01,0.02,-0.03,0.03
26/10/2018,-0.02,0.01,-0.01,0.02,-0.01,0.02,-0.02,-0.01,-0.03,0.01,0.02,-0.01
27/10/2018,0.03,0.01,-0.01,0.01,-0.01,-0.02,-0.03,-0.02,0.01,-0.02,0.01,-0.02
28/10/2018,-0.03,0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.01,-0.02,-0.04
29/10/2018,0.01,-0.01,-0.01,0.01,-0.02,-0.02,0.01,0.01,-0.02,-0.03,-0.01,0.01
30/10/2018,0.01,0.01,-0.01,-0.01,-0.02,-0.01,0.01,0.01,0.03,0.02,0.01,0.01
31/10/2018,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,0.02,-0.01,0.01,0.02,0.01,0.01
01/11/2018,-0.02,-0.01,0.01,0.01,-0.02,0.02,0.01,-0.02,-0.01,0.01,0.01,0.03
02/11/2018,0.01,0.01,0.02,-0.02,0.03,0.02,-0.01,0.03,0.02,0.01,-0.02,0.01
03/11/2018,0.01,0.01,-0.01,-0.02,0.01,-0.01,0.01,0.01,0.03,0.01,0.02,-0.02
04/11/2018,0.02,-0.01,0.01,-0.03,-0.01,0.01,0.01,-0.01,0.02,-0.02,0.04,0.03
05/11/2018,-0.01,0.01,0.01,0.01,-0.02,0.02,-0.01,0.01,0.03,-0.02,-0.01,-0.02
06/11/2018,0.03,0.01,-0.01,0.02,-0.03,0.02,-0.01,-0.02,-0.04,0.01,-0.01,0.01
07/11/2018,-0.01,0.01,0.01,0.01,0.01,-0.02,0.01,-0.02,-0.02,-0.03,-0.03,-0.01
08/11/2018,0.02,-0.01,-0.01,-0.01,-0.03,-0.02,-0.02,0.03,0.03,0.01,0.02,0.02
09/11/2018,-0.01,-0.01,-0.01,0.02,0.01,-0.01,-0.02,0.01,0.01,0.01,0.02,0.01
10/11/2018,-0.01,0.01,0.01,0.01,0.02,-0.01,-0.03,0.04,-0.01,0.02,-0.01,-0.01
11/11/2018,0.02,0.01,-0.01,-0.01,-0.02,-0.01,0.01,-0.02,-0.02,-0.01,0.02,0.03
12/11/2018,-0.02,0.01,-0.01,0.01,-0.03,-0.02,0.01,0.03,-0.03,0.02,-0.02,-0.03
13/11/2018,-0.03,0.01,0.02,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.02
14/11/2018,0.01,-0.01,0.01,-0.01,-0.01,0.01,0.02,0.03,0.01,-0.02,-0.01,-0.04
15/11/2018,-0.02,0.01,-0.01,0.01,-0.02,0.02,0.01,-0.02,-0.01,-0.01,0.01,0.01
16/11/2018,-0.01,-0.01,0.01,-0.02,-0.03,-0.01,0.01,-0.02,-0.02,-0.03,-0.02,0.02
17/11/2018,-0.01,0.01,-0.01,-0.02,0.01,0.02,0.03,0.03,-0.03,0.02,-0.03,-0.01
18/11/2018,0.02,0.01,0.01,0.03,0.01,-0.01,0.01,0.01,0.02,0.02,0.01,0.01
19/11/2018,0.02,-0.01,-0.02,0.02,0.01,0.02,-0.01,-0.01,0.04,0.01,0.01,0.03
20/11/2018,-0.01,-0.01,0.01,-0.01,0.02,-0.01,-0.01,-0.02,-0.01,0.03,-0.02,-0.01
21/11/2018,0.01,-0.01,0.01,0.01,0.01,-0.01,0.01,0.04,0.02,0.01,-0.01,-0.02
22/11/2018,-0.02,0.01,0.01,-0.02,0.02,0.02,-0.01,0.01,0.03,-0.02,0.01,-0.04
23/11/2018,-0.02,0.01,-0.01,0.01,0.02,0.02,-0.02,0.01,0.03,-0.02,0.01,0.01
24/11/2018,0.03,0.01,0.01,-0.01,0.03,-0.02,-0.03,-0.01,-0.02,0.01,0.01,0.01
25/11/2018,-0.03,-0.01,0.01,0.01,0.01,0.01,0.02,-0.02,0.03,0.02,-0.02,0.01
26/11/2018,0.01,0.01,-0.01,-0.01,0.01,0.02,0.03,0.03,-0.02,0.01,0.02,0.03
27/11/2018,0.01,0.01,-0.01,0.01,-0.02,-0.01,0.02,0.01,-0.02,-0.02,0.02,0.01
28/11/2018,-0.01,-0.01,-0.01,0.01,-0.03,-0.01,0.02,0.01,0.03,-0.01,-0.02,-0.02
29/11/2018,-0.02,-0.01,0.01,-0.01,0.01,0.02,0.01,-0.01,0.01,-0.03,-0.01,0.03
30/11/2018,0.01,-0.01,0.02,-0.01,0.01,0.02,-0.01,-0.02,0.01,0.02,-0.03,0.02
01/12/2018,0.01,-0.02,-0.01,0.01,-0.01,-0.01,0.01,0.03,-0.03,0.01,0.02,-0.01
02/12/2018,0.02,-0.01,0.01,-0.02,-0.02,0.01,0.01,0.01,-0.01,-0.02,0.02,-0.03
03/12/2018,-0.01,-0.01,-0.02,-0.02,0.03,-0.02,0.01,-0.01,-0.03,-0.01,-0.01,-0.01
04/12/2018,0.03,0.01,0.01,-0.03,0.01,-0.02,0.01,0.01,-0.01,-0.03,0.02,0.02
05/12/2018,-0.01,-0.01,-0.01,0.01,-0.03,0.02,0.02,-0.02,-0.01,0.02,-0.02,0.03
06/12/2018,-0.01,-0.01,0.01,0.01,0.01,-0.02,0.01,-0.02,-0.02,0.02,0.01,0.02
07/12/2018,0.02,0.01,0.01,0.01,0.02,0.01,-0.01,0.03,-0.03,0.01,0.01,0.01
08/12/2018,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.01,-0.02
09/12/2018,-0.01,-0.01,-0.01,0.01,0.03,-0.01,-0.01,-0.02,0.01,0.01,-0.02,-0.04
10/12/2018,-0.02,-0.01,0.01,-0.01,0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,0.01
11/12/2018,0.03,-0.01,-0.01,0.01,-0.01,0.01,0.01,0.03,-0.02,-0.02,0.01,0.01
12/12/2018,0.01,0.01,0.01,-0.01,-0.02,0.01,-0.02,0.01,-0.01,0.01,0.01,0.01
13/12/2018,-0.01,-0.01,0.01,-0.01,-0.02,0.02,-0.02,0.03,0.01,-0.03,-0.02,-0.02
14/12/2018,-0.01,0.01,-0.01,-0.01,-0.01,-0.01,-0.03,0.01,0.03,0.01,-0.02,0.01
15/12/2018,0.01,-0.01,0.01,-0.02,0.01,0.02,0.01,-0.03,-0.01,0.03,0.01,-0.01
16/12/2018,-0.01,0.01,0.01,-0.02,-0.02,-0.01,0.02,0.01,0.02,0.02,0.01,0.03
17/12/2018,0.02,-0.01,-0.01,-0.03,0.02,-0.01,0.01,0.04,0.03,0.01,0.01,-0.01
18/12/2018,0.01,0.01,-0.01,0.01,-0.01,0.02,-0.01,-0.02,0.04,-0.02,-0.02,-0.02
19/12/2018,-0.01,-0.01,-0.02,0.02,0.01,0.01,0.02,0.03,-0.03,-0.01,0.02,-0.04
20/12/2018,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,0.01,-0.03,0.02,0.01
21/12/2018,-0.01,0.01,0.01,-0.01,-0.02,-0.02,-0.01,0.03,-0.02,0.02,0.01,0.01
22/12/2018,-0.01,-0.01,0.01,0.02,0.02,-0.02,0.01,0.01,-0.02,0.02,-0.02,0.01
23/12/2018,-0.01,-0.01,0.01,0.01,0.01,-0.01,-0.01,-0.01,0.03,0.01,-0.01,0.03
24/12/2018,-0.02,0.01,0.01,0.01,0.01,-0.01,-0.01,-0.02,0.01,-0.02,0.01,0.01
25/12/2018,-0.02,0.01,-0.01,-0.02,-0.01,-0.01,0.01,-0.03,0.01,-0.01,0.01,-0.02
26/12/2018,-0.03,-0.01,0.01,-0.02,-0.02,-0.01,-0.02,0.01,0.01,-0.03,0.01,0.03
27/12/2018,0.01,0.01,-0.01,0.03,0.03,-0.01,-0.02,0.01,-0.01,0.02,-0.02,0.02
28/12/2018,0.02,0.01,-0.01,-0.01,0.01,-0.02,-0.03,-0.01,-0.02,0.02,0.02,0.01
29/12/2018,0.01,-0.01,0.01,0.03,-0.01,0.01,0.01,-0.02,0.03,0.01,0.02,-0.01
30/12/2018,-0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.01,-0.03,0.01,0.03,-0.01,0.02
31/12/2018,0.02,0.01,-0.01,-0.01,-0.02,0.01,0.01,0.01,-0.03,0.01,-0.01,0.01
01/01/2019,0.01,0.01,0.01,-0.02,-0.02,-0.01,0.02,0.01,0.01,-0.02,-0.03,0.01
02/01/2019,0.01,-0.01,-0.01,0.01,0.03,0.01,0.01,-0.01,-0.02,-0.02,0.02,0.03
03/01/2019,-0.02,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.02,-0.02,0.01,0.01,-0.01
04/01/2019,-0.02,-0.01,-0.02,-0.02,-0.01,0.02,0.01,0.03,0.03,0.02,-0.01,-0.02
05/01/2019,-0.03,-0.01,0.01,-0.03,-0.02,0.02,-0.01,0.01,0.01,0.01,0.02,-0.04
06/01/2019,0.02,0.01,0.01,0.01,-0.03,0.02,0.01,-0.01,-0.01,-0.02,-0.02,-0.02
07/01/2019,-0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.02,-0.01,0.01,-0.04
08/01/2019,-0.01,-0.01,0.01,0.01,0.01,0.02,-0.01,0.03,-0.03,-0.03,0.01,0.01
09/01/2019,-0.01,-0.01,0.01,0.02,-0.01,0.01,-0.01,0.01,0.01,0.02,-0.02,0.01
10/01/2019,0.02,0.01,-0.01,0.01,0.02,-0.01,0.01,-0.01,0.01,0.01,-0.03,-0.01
11/01/2019,0.01,0.01,0.01,-0.01,0.03,0.02,-0.02,-0.02,-0.01,-0.02,0.01,-0.03
12/01/2019,-0.01,-0.01,-0.01,0.01,0.01,0.01,-0.02,-0.02,-0.02,-0.01,0.01,-0.04
13/01/2019,0.02,0.01,-0.01,-0.01,0.02,0.01,-0.03,0.03,-0.03,-0.03,0.01,0.01
14/01/2019,0.03,-0.01,0.01,-0.01,-0.01,-0.02,0.01,0.01,-0.02,0.02,-0.02,0.02
15/01/2019,0.01,-0.01,-0.01,0.01,-0.01,-0.02,0.01,-0.01,0.01,0.02,-0.02,-0.01
16/01/2019,-0.01,0.01,-0.01,-0.02,0.02,-0.02,0.01,0.03,0.01,0.01,0.02,-0.02
17/01/2019,-0.01,0.01,-0.02,-0.02,0.02,0.02,0.02,-0.03,0.02,0.03,-0.01,-0.04
18/01/2019,0.01,-0.01,0.01,0.03,-0.03,-0.02,0.01,0.01,-0.01,0.01,-0.01,0.01
19/01/2019,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,0.03,-0.02,-0.03,0.01
20/01/2019,0.02,0.01,0.01,-0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.02,0.02,0.01
21/01/2019,0.01,0.01,0.01,-0.02,-0.02,0.02,-0.01,-0.02,-0.01,0.01,-0.02,0.02
22/01/2019,-0.01,0.01,0.01,-0.03,0.03,0.01,-0.01,-0.03,0.02,-0.03,-0.01,0.01
23/01/2019,-0.01,0.01,0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,0.02,-0.02
24/01/2019,-0.01,-0.01,-0.01,0.02,-0.01,0.02,-0.02,0.01,-0.01,0.03,-0.02,0.03
25/01/2019,0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,-0.02,0.02,0.02,0.01,0.02
26/01/2019,0.01,-0.01,-0.01,-0.01,0.02,0.01,-0.03,-0.02,0.03,0.01,-0.01,0.01
27/01/2019,-0.02,-0.01,0.01,0.02,-0.01,-0.01,0.01,0.03,0.01,-0.02,0.01,-0.01
28/01/2019,-0.02,0.01,-0.02,0.01,-0.01,-0.01,0.02,0.01,-0.01,-0.01,-0.02,0.02
29/01/2019,-0.02,0.01,0.01,-0.01,0.02,0.01,0.01,-0.01,-0.01,-0.03,-0.03,-0.01
30/01/2019,0.01,0.01,0.01,0.01,0.02,0.01,-0.01,0.03,0.01,0.02,0.01,0.01
31/01/2019,0.02,0.01,0.01,0.02,-0.03,0.02,0.02,-0.03,0.01,0.02,-0.01,0.03
01/02/2019,0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,-0.02,-0.01
02/02/2019,-0.01,-0.01,0.01,-0.01,-0.02,-0.01,0.01,0.01,0.01,0.03,-0.01,-0.04
03/02/2019,0.02,-0.01,-0.01,-0.01,-0.02,0.01,-0.02,-0.01,-0.01,0.01,0.01,-0.04
04/02/2019,0.01,0.01,0.01,0.01,0.02,-0.02,-0.02,-0.02,0.01,-0.02,0.01,0.01
05/02/2019,0.01,0.01,-0.01,-0.02,-0.01,-0.02,0.03,0.03,-0.01,-0.02,-0.01,-0.02
06/02/2019,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,0.01,0.01,0.01,0.01,-0.02,-0.03
07/02/2019,-0.02,-0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,-0.03,0.02,0.01
08/02/2019,-0.03,-0.02,-0.01,0.01,0.02,0.02,0.01,-0.01,-0.02,0.01,0.02,0.03
09/02/2019,0.02,0.01,-0.01,0.01,-0.03,0.01,-0.01,-0.02,-0.02,0.01,-0.01,-0.01
10/02/2019,-0.03,0.01,-0.02,0.01,0.01,-0.01,0.02,0.03,-0.03,0.02,-0.01,-0.02
11/02/2019,0.01,-0.02,0.01,0.02,-0.02,0.02,0.01,0.01,0.01,-0.01,-0.03,-0.04
12/02/2019,-0.02,-0.01,0.01,-0.01,-0.02,0.01,-0.01,-0.03,0.02,0.02,0.02,0.01
13/02/2019,-0.02,0.01,0.01,-0.02,0.03,-0.01,-0.02,0.01,0.01,0.01,0.04,0.01
14/02/2019,0.03,0.01,-0.01,-0.02,0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.01,0.01
15/02/2019,0.01,-0.01,0.01,0.01,0.02,0.02,0.01,-0.02,0.02,-0.01,0.02,0.03
16/02/2019,0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.03,0.01,-0.03,-0.02,0.01
17/02/2019,0.02,0.01,-0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.02,-0.03,-0.02
18/02/2019,-0.03,-0.01,0.01,0.01,0.02,0.01,0.01,-0.02,-0.02,0.02,0.01,0.03
19/02/2019,0.01,-0.01,-0.01,0.02,0.01,0.01,0.02,-0.02,-0.02,0.01,0.01,0.02
20/02/2019,0.02,0.01,-0.01,-0.02,0.01,0.02,0.01,0.03,-0.03,0.01,0.01,0.01
21/02/2019,0.01,0.01,0.01,-0.03,0.01,0.01,-0.01,0.01,0.02,0.01,-0.02,-0.01
22/02/2019,-0.02,-0.01,-0.01,0.01,0.01,0.01,-0.01,0.03,-0.03,-0.02,-0.01,-0.02
23/02/2019,0.03,-0.01,-0.01,0.01,0.01,0.01,0.01,0.01,-0.01,-0.02,0.01,-0.04
24/02/2019,-0.03,-0.01,0.02,0.01,0.01,-0.01,-0.02,-0.01,-0.01,0.01,0.01,0.01
25/02/2019,0.02,0.01,0.01,-0.02,-0.02,-0.02,-0.02,0.01,0.02,0.02,0.01,0.01
26/02/2019,-0.01,0.01,-0.01,0.01,-0.02,-0.02,-0.03,-0.02,0.01,0.01,-0.02,0.01
27/02/2019,0.03,-0.01,0.01,0.01,-0.03,-0.02,0.01,-0.02,-0.01,-0.02,0.02,0.02
28/02/2019,-0.02,0.01,0.01,0.02,0.01,-0.01,0.01,0.03,0.02,-0.01,0.01,0.01
01/03/2019,0.03,-0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,0.03,-0.03,-0.01,0.01
02/03/2019,-0.03,0.01,-0.01,-0.01,0.01,-0.01,0.02,0.03,0.01,0.02,-0.01,0.03
03/03/2019,-0.01,0.01,0.01,-0.01,-0.02,-0.02,0.01,0.01,-0.01,0.01,-0.03,-0.01
04/03/2019,0.02,-0.01,-0.01,0.01,0.01,-0.02,-0.01,-0.01,-0.01,-0.02,0.02,-0.02
05/03/2019,-0.01,-0.01,0.01,-0.02,-0.01,-0.01,0.01,-0.02,0.01,-0.01,0.02,-0.04
06/03/2019,-0.01,0.01,0.01,-0.02,0.01,0.01,-0.01,-0.01,0.01,-0.03,-0.01,0.01
07/03/2019,0.02,0.01,-0.01,-0.03,-0.01,-0.01,-0.01,0.01,0.02,0.02,0.02,0.01
08/03/2019,0.02,-0.01,-0.01,0.01,-0.01,0.01,0.01,0.01,0.01,0.02,-0.02,0.01
09/03/2019,-0.03,0.01,0.01,0.01,0.01,-0.01,-0.02,-0.01,-0.01,0.01,0.01,0.03
10/03/2019,0.01,-0.01,-0.01,0.01,-0.01,0.02,-0.02,-0.02,0.01,0.01,0.01,0.01
11/03/2019,0.02,-0.01,-0.01,0.02,-0.01,-0.02,-0.03,-0.03,-0.02,0.01,0.01,-0.02
12/03/2019,-0.01,0.01,-0.02,0.01,-0.01,-0.02,0.01,-0.02,-0.02,-0.02,-0.02,0.03
13/03/2019,-0.01,0.01,0.01,-0.01,-0.02,0.01,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02
14/03/2019,0.02,-0.01,0.01,0.01,-0.02,-0.01,0.01,0.03,0.01,0.01,0.01,0.01
15/03/2019,0.02,-0.01,-0.01,-0.01,-0.03,0.01,0.02,0.01,0.02,-0.03,0.01,-0.01
16/03/2019,-0.01,0.01,-0.01,-0.01,0.01,0.02,0.01,-0.01,0.01,0.02,-0.02,0.02
17/03/2019,0.01,0.01,0.01,0.01,0.01,0.01,-0.01,-0.02,-0.01,0.01,-0.01,0.01
18/03/2019,-0.02,0.01,-0.01,-0.02,0.01,0.01,-0.01,-0.03,0.02,-0.02,0.01,0.01
19/03/2019,-0.02,0.01,0.01,-0.02,0.02,0.01,0.01,0.01,0.01,-0.02,0.03,0.03
20/03/2019,0.03,-0.02,-0.01,-0.03,0.01,0.01,0.02,0.01,-0.01,-0.03,0.01,-0.01
21/03/2019,-0.03,0.01,-0.01,0.01,-0.01,0.02,-0.01,-0.01,-0.02,0.02,-0.02,-0.02
22/03/2019,0.01,0.01,0.01,-0.01,0.01,-0.02,0.03,0.02,-0.03,0.02,0.02,-0.04
23/03/2019,0.01,-0.01,-0.01,0.01,-0.01,-0.02,0.01,-0.03,0.01,0.01,0.01,-0.02
24/03/2019,-0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,-0.01,-0.04
25/03/2019,-0.02,-0.01,-0.02,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,-0.01,0.01
26/03/2019,0.01,0.01,0.01,-0.01,-0.02,-0.01,0.02,-0.01,0.01,-0.02,-0.03,-0.01
27/03/2019,0.01,0.01,0.01,-0.01,-0.02,-0.02,0.01,-0.02,0.02,-0.03,0.02,0.01
28/03/2019,0.02,-0.01,0.01,0.01,-0.03,0.01,-0.01,0.03,0.01,0.01,0.02,-0.01
29/03/2019,-0.01,-0.01,-0.01,0.02,0.01,-0.01,0.01,0.01,-0.01,0.02,-0.01,-0.02
30/03/2019,0.03,-0.01,0.01,-0.02,0.02,0.01,-0.01,-0.03,0.01,0.01,0.02,0.01
31/03/2019,-0.01,-0.01,0.01,-0.03,0.01,0.01,-0.01,0.01,0.01,-0.02,-0.02,0.03
01/04/2019,-0.01,0.01,0.01,0.01,-0.01,-0.01,0.01,-0.02,-0.02,-0.01,0.01,-0.01
02/04/2019,-0.02,-0.01,-0.01,0.03,0.02,0.01,-0.02,-0.02,-0.02,-0.03,0.01,-0.02
03/04/2019,0.01,-0.01,-0.01,-0.01,0.01,-0.02,-0.02,0.03,-0.03,0.02,0.01,-0.04
04/04/2019,-0.01,-0.01,0.02,0.02,0.01,-0.01,-0.03,0.01,0.01,0.01,-0.02,0.01
05/04/2019,0.02,0.01,-0.01,0.01,-0.02,-0.01,0.01,-0.02,0.01,-0.02,-0.01,-0.03
06/04/2019,0.03,0.01,0.02,-0.01,-0.02,0.02,0.02,-0.02,0.01,-0.01,0.01,-0.01
07/04/2019,0.01,-0.01,0.01,0.02,-0.03,0.02,0.01,0.03,0.02,-0.03,0.01,0.01
08/04/2019,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,0.01,0.02,0.02,-0.02,0.01
09/04/2019,-0.01,0.01,0.01,-0.01,0.02,0.02,0.02,0.03,-0.01,0.02,-0.01,-0.02
10/04/2019,-0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03
11/04/2019,-0.01,-0.01,-0.01,-0.02,-0.01,0.01,-0.01,-0.03,-0.01,0.03,0.03,0.02
12/04/2019,0.02,0.01,-0.01,-0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
13/04/2019,0.01,0.01,-0.02,-0.03,0.01,0.01,0.02,-0.02,-0.01,-0.02,-0.02,-0.01
14/04/2019,-0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,-0.02,0.02,-0.02,0.02,0.02
15/04/2019,0.01,-0.01,0.01,0.02,-0.02,0.01,-0.01,0.03,-0.02,0.01,0.04,-0.02
16/04/2019,-0.01,-0.01,0.01,0.01,-0.03,0.01,-0.01,0.01,-0.03,-0.03,-0.01,-0.04
17/04/2019,0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.03,0.01,0.01,-0.01,0.01
18/04/2019,0.01,0.01,0.01,0.02,0.01,0.01,-0.02,0.01,-0.01,0.03,-0.03,0.01
19/04/2019,0.02,-0.01,-0.01,0.01,0.01,-0.02,-0.02,-0.01,0.01,0.02,0.02,0.01
20/04/2019,-0.02,-0.01,0.01,-0.01,0.01,-0.02,-0.03,-0.02,-0.02,0.01,0.04,0.02
21/04/2019,-0.03,0.01,-0.01,0.01,0.02,-0.02,0.01,-0.01,-0.01,-0.02,-0.01,0.01
22/04/2019,0.01,0.01,-0.01,0.02,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.02,0.01
23/04/2019,0.02,0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.03,-0.02,0.03
24/04/2019,0.01,-0.01,0.01,-0.01,0.01,0.01,0.02,-0.01,0.01,0.02,0.01,-0.01
25/04/2019,-0.01,-0.01,-0.01,-0.01,0.01,-0.02,0.01,-0.02,-0.02,0.02,0.01,-0.02
26/04/2019,0.02,0.01,-0.02,0.01,-0.02,0.01,-0.01,0.03,-0.02,0.01,0.01,-0.04
27/04/2019,0.01,0.01,0.01,-0.02,-0.02,-0.01,0.01,0.01,-0.03,-0.02,-0.01,0.01
28/04/2019,-0.01,-0.01,-0.01,-0.02,-0.03,0.01,0.01,0.01,0.01,-0.01,-0.01,0.02
29/04/2019,-0.02,0.01,-0.01,-0.03,0.01,-0.01,-0.01,-0.01,0.01,-0.03,-0.03,0.01
30/04/2019,0.02,-0.01,0.02,0.01,0.01,-0.01,-0.01,-0.02,0.01,0.02,0.02,0.03
01/05/2019,-0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.01
02/05/2019,0.02,0.01,0.01,0.01,0.02,-0.01,-0.02,0.01,0.01,0.01,-0.02,-0.02
03/05/2019,-0.03,-0.01,-0.01,0.02,0.02,-0.01,-0.02,-0.03,-0.01,0.03,-0.01,0.03
04/05/2019,0.01,-0.01,-0.01,0.01,-0.01,-0.01,-0.03,0.01,0.01,0.01,0.01,0.02
05/05/2019,-0.02,-0.01,0.01,-0.01,0.01,-0.02,0.01,0.03,-0.01,-0.02,-0.02,0.01
06/05/2019,-0.01,0.01,0.01,0.01,-0.01,-0.02,0.01,-0.02,-0.01,-0.02,-0.02,-0.01
07/05/2019,0.01,0.01,-0.01,0.01,0.01,-0.02,0.01,-0.02,0.01,0.01,0.01,0.02
08/05/2019,0.02,-0.01,0.01,-0.01,-0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.01
09/05/2019,0.01,-0.01,0.01,-0.01,0.02,0.01,0.01,0.01,-0.01,0.01,0.01,0.01
10/05/2019,-0.01,0.01,-0.01,0.01,-0.02,0.01,-0.01,-0.01,-0.01,-0.02,-0.02,0.03
11/05/2019,0.02,0.01,-0.01,-0.02,-0.03,0.02,0.01,-0.02,0.02,-0.01,0.01,-0.01
12/05/2019,0.03,-0.01,-0.01,-0.02,0.01,0.01,-0.01,-0.03,0.02,-0.03,-0.02,-0.02
13/05/2019,0.01,0.01,0.01,-0.03,-0.01,-0.01,-0.01,0.01,-0.01,0.02,-0.01,-0.04
14/05/2019,-0.01,-0.01,-0.01,-0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
15/05/2019,-0.01,-0.01,-0.01,-0.03,0.02,-0.01,-0.02,-0.01,-0.02,-0.02,0.01,0.02
16/05/2019,0.01,0.01,0.02,0.01,0.01,0.01,-0.02,0.02,-0.02,-0.01,0.01,0.01
17/05/2019,0.01,0.01,0.01,0.02,-0.01,0.01,-0.03,-0.01,0.03,-0.03,-0.02,0.01
